city,country,count
"Madrid, Ny",Unknown,2
"Derby, Nh",Unknown,2
"Guadeloupe, W. I.",Unknown,2
"New Paltz, Ny",Unknown,2
"Whitingham, Vt",Unknown,2
Plainfield,Unknown,2
Lyman,Unknown,2
Gorham,Unknown,2
Freeport,Unknown,2
Rehoboth,Unknown,2
"Seneca, Ny",Unknown,2
South Kingston,Unknown,2
South Abington,Unknown,2
"Westchester, Ny",Unknown,2
"Ogdensburg, Ny",Unknown,2
"Newcastle, Pa",Unknown,2
"Madison, Wi",Unknown,2
"Elmira, Ny",Unknown,2
Cohasset,Unknown,2
Norwalk,Unknown,2
Havre De Grace,Unknown,2
"Gilmanton, Nh",Unknown,2
"Canaan, Ct",Unknown,2
Petersburg,Unknown,2
"Scriba, Ny",Unknown,2
Stoughton,Unknown,2
"Stoneham, Ma",Unknown,2
"Clarendon, Vt",Unknown,2
Allentown,Unknown,2
Binghamton,Unknown,2
"Essex, Ny",Unknown,2
"Westfield, Ny",Unknown,2
"Bourbon, France",Unknown,2
"Hoboken, Nj",Unknown,2
"Newcastle, Me",Unknown,2
"Windsor, Ct",Unknown,2
"Great Barrington, Ma",Unknown,2
"Conway, Nh",Unknown,2
"Castine, Me",Unknown,2
Brandywine,Unknown,2
Ashton,Unknown,2
Newyork,USA,2
Oyster Bay,USA,2
"Southold, Ny",USA,2
Cheshire,USA,2
Newbern,USA,2
Willimantic,USA,2
Galena,USA,2
Ipswich,USA,2
Salem,France,2
Salem,British,2
"South Adams, Ma",Unknown,2
Canary Islands,Unknown,2
West Chester,Unknown,2
"Geneva, Ny",Unknown,2
Bavaria,Unknown,2
Danbury,USA,2
Brooklin,USA,2
Bona Vista,Cape Verde,2
"Wellsville, Oh",Unknown,2
"Fort Covington, Ny",Unknown,2
West Greenwich,USA,2
Prospect,USA,2
Columbia,USA,2
Orleans,USA,2
Burlington,USA,2
Sturbridge,USA,2
New London,Spain,2
New York City,USA,2
"Glastonbury, Ct",Unknown,2
"Easthampton, Ny",Unknown,2
"Millbury, Ma",Unknown,2
"East Bennington, Vt",Unknown,2
"Westport, Ct",Unknown,2
"Coventry, Vt",Unknown,2
"Whitman, Ma",Unknown,2
Beverly,Unknown,2
Bedford,USA,2
New London,Sweden,2
Western Islands,?,2
Groton,Portugal,2
Madison Co.,USA,2
"Babylon, Ny",Unknown,2
"Fort Wayne, In",Unknown,2
"Brunswick, Me",Unknown,2
"Newton, Ma",Unknown,2
South Danvers,Unknown,2
"Kingston, Ny",Unknown,2
"Danvers, Ma",Unknown,2
Kortright,USA,2
Frankfort,USA,2
Shoreham,USA,2
Stonington,Great Britian,2
Stamford,USA,2
"Milford, Nh",Unknown,2
"Westhaven, Vt",Unknown,2
Pittsfield,USA,2
"Middleboro, Ma",Unknown,2
"Jaffrey, Nh",Unknown,2
New London,Denmark,2
St. George,Azores (Portugal),2
Belchertown,USA,2
Lancaster,Great Britain,2
Canaan,USA,2
"Fairfield, Somerset County, Me",Unknown,2
"Brunswick, Nj",Unknown,2
Foreign,Foreign,2
"Foxborough, Ma",Unknown,2
New Lebanon,USA,2
England,USA,2
Germantown,USA,2
"Saugerties, Ny",Unknown,2
"Green Point, Ny",Unknown,2
Eddington Pa,Unknown,2
"Huntington, Ny",Unknown,2
"Bridgehampton, Ny",Unknown,2
"Lee, Ma",Unknown,2
"Montgomery, Ny",Unknown,2
"Sidney, Me",Unknown,2
"Milton, Ma",Unknown,2
"Mercer, Me",Unknown,2
"Franklin, Ma",Unknown,2
"Essex, Ma",Unknown,2
"Coventry, Ri",Unknown,2
Ticonderoga,USA,2
Berlin,USA,2
Pittsford,USA,2
"Newton, Ny",USA,2
Madison,USA,2
East Lyme,USA,2
Kent,USA,2
Johnstown,USA,2
Unknown,Usa (Naturalized),2
Ware,USA,2
New London,Western Islands,2
Melville,USA,2
New Bedford,Great Britian,2
New Bedford,`,2
"Shrewsbury, Nj",Unknown,2
"Arcadia, Ny",Unknown,2
"Middletown, Ri",Unknown,2
"Shoreham, Vt",Unknown,2
"Fort Monroe, Va",Unknown,2
North Falmouth,Unknown,2
Pawtucket Ri,Unknown,2
"Beaver Lake, Pa",Unknown,2
"Mashpee, Ma",Unknown,2
"Columbus, Oh",Unknown,2
Greenport,Unknown,2
Northbridge,Unknown,2
"Hamburg, Germany",Unknown,2
Unknown,Majier,2
"Milton, Ny",Unknown,2
"Ramona, Canada",Unknown,2
Northwood,Unknown,2
"Unknown, New London",Unknown,2
Cape De Verde,Unknown,2
Western Islands,Unknown,2
Auburn,USA,2
Provincetown,USA,2
Cabot,USA,2
Hamilton,USA,2
Otahita,Society Islands,2
"Brooklin, Ny",Unknown,2
New Bedford,Western Islands,2
Hollis,USA,2
New Bedford,Germany,2
New Bedford,Sandwich Isles,2
New London,France,2
Dedham,USA,2
"Exeter, Ri",Unknown,2
Assonet Mass,USA,2
Tiverton R.I.,USA,2
Barnstable,USA,2
Saint Michaels,Unknown,2
Johnstown,Unknown,2
Witington,Unknown,2
Stonington,Sweden,2
Stonington,Spain,2
Stonington,South America,2
Stonington,Sandwich Isles,2
New York,Portugal,2
"Paris, Me",Unknown,2
Chesterfield,USA,2
"New London, Ct",Portugal,2
Fairfield,USA,2
Boston,Great Britain,2
Orange,USA,2
"Sand Lake, Ny",Unknown,2
Greenwich,Unknown,2
Woodstock,USA,2
"Baltimore, Ny",Unknown,2
"Pico, Azore",Unknown,2
"Saint Lucia, West Indies",Unknown,2
"Jamaica, W. I.",Unknown,2
Cape Darenda,Unknown,2
Fair Haven,Africa,2
"Huntington, Ct",Unknown,2
East Haddam,USA,2
Enfield,USA,2
Havre,France,2
Pleasant Valley,Unknown,2
Unknown,Foreigner,2
Rotchester,USA,2
Unknown,Sandwich Islands,2
New Bedford,Rode Island,2
Unknown,Swead,2
"Baldwin, Me",Unknown,2
"Ternate, Java",Unknown,2
"Richmond, Ny",Unknown,2
"Rutland, Ma",Unknown,2
"Standish, Me",Unknown,2
"Prattsville, Ny",Unknown,2
Plattsburgh,USA,2
Duxbury,USA,2
Lewiston,USA,2
Ithaca,USA,2
Orange Co.,USA,2
New London,Cape De Verde Islands,2
New London,South America,2
New London,New Zealand,2
"Blue Hill, Me",Unknown,2
Smithville,USA,2
New London,Scotland,2
Nantucket,United States Of America,2
Randolph,USA,2
Unknown,Germany,2
Scotland,USA,2
Boston,United States Of America,2
New Beford,USA,2
Penn,Unknown,1
"Deerfield, Ma",Unknown,1
"Tiverton, Ri",USA,1
Grey,USA,1
Danvers,USA,1
Washington City,USA,1
Carbondale,USA,1
South Boston,Unknown,1
"Lodice, Nj",Unknown,1
"Frankin, Me",Unknown,1
"Sisle, Ny/Datrmouth",Unknown,1
"Oxford, Me",Unknown,1
"Malden, Ma",Unknown,1
"Lunburg, Ns",Unknown,1
"Dennis, Ma",Unknown,1
"Kingston, Nb",Unknown,1
"Birmingham, England",Unknown,1
"Bellingham, Ma",Unknown,1
"Belfast, Ireland",Unknown,1
Medford,Unknown,1
Arlington,Unknown,1
"Ipswich, Ma",Unknown,1
Allston,Unknown,1
"Wells, Me",Unknown,1
"Greenwood, Me",Unknown,1
"Chester Co., Pa",Unknown,1
"Somerset, Ma",Unknown,1
"Covington, Pa/New Bedford",Unknown,1
Lockhaven,Unknown,1
Greenland,Unknown,1
Buckley,Unknown,1
Ithaca,Unknown,1
Wayne Township,Unknown,1
"North Jersey, England",Unknown,1
"Marlboro, Nj",Unknown,1
Marlboro,Unknown,1
Champine Ny,Unknown,1
Bournbon,Unknown,1
"Barbados, West Indies",Unknown,1
"Milford, Ct",Unknown,1
"Guayaquil, So. America",Unknown,1
"Gloversville, Ny",Unknown,1
"Wortemburg, Germany/New York",Unknown,1
Stockholm,Unknown,1
Roderique Indian,Unknown,1
"Mitchell, Ont.",Unknown,1
"Chester, England",Unknown,1
"East Hampton, Li",Unknown,1
Holyoke,Unknown,1
"Waterville, Ct",Unknown,1
"Toledo, Oh",Unknown,1
"Niantic, Ct",Unknown,1
"Saint John, Newfoundland",Unknown,1
"Plainfield, Nj",Unknown,1
"Greenfield, Me",Unknown,1
"Chenango, Ny",Unknown,1
"Trumanburg, Ny",Unknown,1
"Odessa, Ny",Unknown,1
Southbone,Unknown,1
Minnesota,Unknown,1
"Chatham, Ma",Unknown,1
"Walton, England",Unknown,1
"South Hadley, Ma",Unknown,1
"Oxfordshire, England",Unknown,1
Oregon Territory,Unknown,1
"Hudson, Ma",Unknown,1
"Summer, Ia",Unknown,1
"Saint John, Nova Scotia",Unknown,1
"Bremen, Germany",Unknown,1
Willmington,Unknown,1
Waukegan,Unknown,1
Malone,Unknown,1
Gainsville,Unknown,1
Essex,Unknown,1
East Freetown,Unknown,1
Bohemia,Unknown,1
South Adams,Unknown,1
Dennisport,Unknown,1
Chipoll,Unknown,1
North Providence,Unknown,1
"Skaneateles, Ny",Unknown,1
"Schuylkill Haven, Pa",Unknown,1
"Madison, Ny",Unknown,1
"Fort Edward, Ny",Unknown,1
"Chester, Ma",Unknown,1
"Swanzey, Nh",Unknown,1
Sevanton Falls,Unknown,1
Port Jackson,Unknown,1
"Burn, Nj",Unknown,1
"Adrian, Michigan",Unknown,1
Madison,Unknown,1
Lubec,Unknown,1
Strafford,Unknown,1
Carlisle,Unknown,1
Oswegatchie,Unknown,1
Badford,Unknown,1
East Windsor,Unknown,1
"West Newton, Ma",Unknown,1
"Smyrna, De",Unknown,1
"Oxford, Ny",Unknown,1
"Menz, Ny",Unknown,1
"Lenox, Pa",Unknown,1
"Cooperstown, Ny",Unknown,1
"Brownsville, Ny",Unknown,1
"Mason, Nh",Unknown,1
South Westport,Unknown,1
Rana Creek,Unknown,1
Plattsville,Unknown,1
"Lacon, Ny",Unknown,1
Coquimbo,Unknown,1
Chester?,USA,1
Gorton,USA,1
Granville,Ny[?],1
Duchess Co.,USA,1
Thomastown,USA,1
North Kingstown,USA,1
"Salem, Nj",USA,1
Portugal,USA,1
Belville,USA,1
Cochrane[?],USA,1
Block Island,USA,1
Stonington,Cape De Verde Island,1
Baltic,USA,1
Fort Edwards,USA,1
Western Islands,Foreign,1
Groton,Great Britain,1
Scotland,Great Britain,1
Iowa,USA,1
"Greenville, Ri",Unknown,1
"Kent County, Md",Unknown,1
"Harpers Field, Ny",Unknown,1
"Courtlandt, Ny",Unknown,1
"Clinton County, Ny",Unknown,1
"Butternutt, Ny",Unknown,1
"Fort Ann, Ny",Unknown,1
"Erie, Pa",Unknown,1
Tevey,Unknown,1
Russice (Russia?),Unknown,1
Northumberland,Unknown,1
Liomesee,Unknown,1
Kinderhook,Unknown,1
Harpersfield,Unknown,1
Guilford,Unknown,1
Dayton,Unknown,1
Biddeford,Unknown,1
"Williamstown, Ma",Unknown,1
"West Boylston, Ma",Unknown,1
"Tunkhannock, Pa",Unknown,1
"Silver Creek, Ny",Unknown,1
"Seften Borough, Nh",Unknown,1
"Osterville, Ma",Unknown,1
"Medford, Ma",Unknown,1
"Harpersville, Ny",Unknown,1
"Duxbury, Ma",Unknown,1
"Winterspool, Va",Unknown,1
"Nuda, Ny",Unknown,1
"Cato, Ny",Unknown,1
Gilderland,Unknown,1
Suffielld,Unknown,1
Clarkson,Unknown,1
Florence,Unknown,1
"Salem, Ny",Unknown,1
"Milton, Ct",Unknown,1
"Greene, Ny",Unknown,1
"Exeter, Ny",Unknown,1
"Copley, Oh",Unknown,1
"Alexandria, Va",Unknown,1
"Richmond, Vt",Unknown,1
"Putney, Vt",Unknown,1
"Pratsburg, Ny",Unknown,1
"Port Deposit, In",Unknown,1
"Pompey, Ny",Unknown,1
"Pittston, Pa",Unknown,1
"Hoosick, Ny",Unknown,1
"Green, Ny",Unknown,1
"Bowdoinham, Me",Unknown,1
"Edinburgh, Scotland",Unknown,1
Myricks,Unknown,1
Lewisburg,Unknown,1
Camden,Unknown,1
"Templeton, Ma",Unknown,1
"Temple, Nh",Unknown,1
"Stamford, Ct",Unknown,1
"Moravia, Ny",Unknown,1
"Glendon, Pa",Unknown,1
"Exeter, Nh",Unknown,1
"Richford, Ny",Unknown,1
"Palermo, Ny",Unknown,1
"Norway, Ny",Unknown,1
"Morristown, Nj",Unknown,1
"Mamakating, Ny",Unknown,1
"Lebanon, Ct",Unknown,1
"Kingsbury, Ny",Unknown,1
"Jefferson, Ny",Unknown,1
"Douglass, Ma",Unknown,1
"Chatham, Ny",Unknown,1
"Bellows Falls, Vt",Unknown,1
"Annapolis, Md",Unknown,1
"Stockport, Ny",Unknown,1
"Ridgeway, Ny",Unknown,1
"Norwich, Ny",Unknown,1
"Newark, Ny",Unknown,1
"West Greenwich, Ri",Unknown,1
"Reading, Ma",Unknown,1
Middlefield,Unknown,1
"Lyons, Ma",Unknown,1
"Baldwinsville, Ny",Unknown,1
"Westboro, Nh",Unknown,1
"Oil City, Pa",Unknown,1
"Mansfield, Ma",Unknown,1
"Manhassett, Nh",Unknown,1
Louisiana,Unknown,1
"Annabon, Africa",Unknown,1
Pennsylvana,Unknown,1
"Fort Hampton, Ny",Unknown,1
Ft. Hamalton,Unknown,1
"Paris, France",Unknown,1
"W. I. J., France",Unknown,1
Saint Helena Or Saint Leanerdo],Unknown,1
"Milbury, Ma",Unknown,1
"Meriden, Ct",Unknown,1
"Antwerp, Belgium",Unknown,1
Somerset,Unknown,1
Martinique,Unknown,1
Salibabu,Unknown,1
Derby,Unknown,1
Ma,Unknown,1
"Farmington, Il",Unknown,1
"Burlington, Nj",Unknown,1
"East Waymouth, Ma",Unknown,1
"Bridgewater, Ma",Unknown,1
St. Michael,Azores (Portugal),1
St Michael,Azores (Portugal),1
St. Croix,Unknown,1
Wales,Unknown,1
Clayton,USA,1
Aberdeen,Scotland,1
St. Jorge,Azores (Portugal),1
"Fall River, Ma",English,1
Jersey,English,1
"Brooklyn, Ny",English,1
Lewiston Falls,USA,1
Norway,USA,1
"Carlisle, Pa",USA,1
Whitefield,USA,1
Cazenovia,USA,1
Cambria,USA,1
St. Helena,Great Britain,1
"Brook Haven, Ny",USA,1
Tolland,USA,1
"Southampton, Ny",USA,1
"Montreal, Canada",Upper Canada,1
"Wilmington, Vt",Unknown,1
"Root, Ny",Unknown,1
"Groton, Ny",Unknown,1
"Barre, Vt",Unknown,1
"Rensselear Co, Ny",Unknown,1
"Lebanon, Ny",Unknown,1
"Hydesdorm, Nj",Unknown,1
Harlem,Unknown,1
"Weymouth, Ma",Unknown,1
"Dover County, De",Unknown,1
Newbern,Unknown,1
Newburg,Unknown,1
Flatbush,Unknown,1
Louistown,Unknown,1
Alton,Unknown,1
Harwington,Unknown,1
"Wood Co., Va",Unknown,1
"Ulster Co., Ny",Unknown,1
Saint Catherines,Unknown,1
Gowanda,Unknown,1
"Concepcion, Chile",Unknown,1
Hardwick,Ms(?),1
Blanford(?),USA,1
"Voluntown, Ct",USA,1
Cornish[?],USA,1
"Lyme, Ct.",USA,1
"Woodstown, Nj",Unknown,1
North Carolina,Unknown,1
Shongs Is. Oceanica,Unknown,1
Midway,Unknown,1
Cooperstown,USA,1
Swanzey,Ms.,1
Fredricksburg,Va.,1
Shutesbury,Unknown,1
"Turin, Ny",Unknown,1
"Steuben, Me",Unknown,1
"West Collan, Pa",Unknown,1
"Isle Grande, Portugal",Unknown,1
"Rotterdam, Ny",Unknown,1
"Trapp, Pa",Unknown,1
"Gilson, Nh",Unknown,1
"Sanford, Ny",Unknown,1
"Paris, Ny",Unknown,1
Neew Haven,Unknown,1
"Farmington, Ny",Unknown,1
"Harrisonburgh, Va",Unknown,1
"Mamayark, Pa",Unknown,1
"Wilton, Ct",Unknown,1
"Hill, Nh",Unknown,1
"Greencastle, Pa",Unknown,1
Ascension Island,Unknown,1
Flushing,USA,1
Jamaica,USA,1
Great Barrington,USA,1
Medway,USA,1
Weymouth,USA,1
South Deerfield,USA,1
East?,USA,1
Half Moon,USA,1
Schuylkill Co.,USA,1
Lancashire,USA,1
Sommerville,USA,1
Schoharie,USA,1
Jewett City,USA,1
Steuben,USA,1
Paris,USA,1
Mohegan,Unknown,1
Allisburgh?,USA,1
Port Henry,USA,1
Blackstone,USA,1
Chambersburg,USA,1
Phelps,USA,1
Ontario Co.,USA,1
Binghampton,USA,1
Haverill,USA,1
Rockport,USA,1
Dennis,Unknown,1
Kanaka (Prob Hawaii),Unknown,1
"Wattensburg, Pa",Unknown,1
"Scotchtown, Ny",Unknown,1
"Stratford, Ct",Unknown,1
"Canandagua, Ny",Unknown,1
"Sandystown, Nj",Unknown,1
"Wayne, Oh",Unknown,1
"Manlius, Ny",Unknown,1
"Lynchburg, Va",Unknown,1
"Jefferson Co, Ny",Unknown,1
Madagascar,Unknown,1
Holstein,Unknown,1
"Gay Head, Ma",Unknown,1
Ansonia,Unknown,1
Sackets Harbor,Unknown,1
"Olive, Ny",Unknown,1
Oneida,Unknown,1
Hinesdale,Unknown,1
West Virginia,Unknown,1
Westchester,Unknown,1
"West Tisbury, Ma",Unknown,1
Vertland,Unknown,1
Roteman,Unknown,1
Clarendon,Unknown,1
Bay Of Islands,Unknown,1
Sandy Hill,Unknown,1
Queensbury,Unknown,1
Oswego,Unknown,1
Milland,Unknown,1
Jaffrey,Unknown,1
Bedford,Unknown,1
Athens,Unknown,1
"Woodstock, Ct",Unknown,1
"North Greenwich, Ny",Unknown,1
New Windsor,Unknown,1
Morisstown,Unknown,1
"Knox, Me",Unknown,1
"Epsom, Nh",Unknown,1
"East Kingston, Nh",Unknown,1
"Eagle, Ny",Unknown,1
"West Kingston, Ri",Unknown,1
Manado,Unknown,1
"Turner, Ma",Unknown,1
Santiago,Unknown,1
Cuba,Unknown,1
"Springfield, Illinois",Unknown,1
Wayunt,Unknown,1
"Rockland, Ma",Unknown,1
Columbus,Unknown,1
"Ashton, Ri",Unknown,1
"North Providence, Ri",Unknown,1
"Monmouth, Nj",Unknown,1
"Edenton, Nc",Unknown,1
Union Me?,Unknown,1
Westpott,USA,1
"Mercy Co., Pa",Unknown,1
"Halifax, Va",Unknown,1
"Sackewaxery, Pa",Unknown,1
Snow Hill,Unknown,1
"Boton, Ma",Unknown,1
Billerica,Unknown,1
Munson,Unknown,1
Palmyra,Unknown,1
Lewesville Ky,Unknown,1
"Woodbury, Nj",Unknown,1
"Roxbourgh, Pa",Unknown,1
"York, Nj",Unknown,1
"Rhinebeck, Ny",Unknown,1
"Palmyra, Me",Unknown,1
Chester,Unknown,1
Worhea,Unknown,1
Phippsburg,Unknown,1
Bervick,Unknown,1
West Ludbury,Unknown,1
"New Hampton, Nh",Unknown,1
Uncasville,USA,1
New York,Denmark,1
Montreal,Canada,1
"New Haven, Ct",USA,1
Middletown Point,USA,1
Red Bank,USA,1
Kingston,Great Britain,1
Redpath,Ny?,1
Wells,USA,1
Guilford,Conn.,1
Bath,Maine,1
Fair Haven,Foreign,1
New Bedford,Danish,1
"Lisbon, Portugal",Unknown,1
"Ellsworth, Me",Unknown,1
Newport,R.I.,1
New Port,R.I.,1
Fairhaven,Rhode Island,1
Tiverton,Rhode Island,1
New Bedford,Rhode Island,1
Warren,Rhode Island,1
Freetown,Massachusetts,1
Ionia,Unknown,1
Eastwell,Unknown,1
"Watervliet, Nj",Unknown,1
"Milford, Ny",Unknown,1
"Fulton, Ny",Unknown,1
"Broomfield, Nj",Unknown,1
"Belfast, Nj",Unknown,1
Halifax,Canada,1
Conquest,USA,1
Lysanda,USA,1
Great Bend,Unknown,1
Brown Ridge,Unknown,1
"Penn Yan, Ny",Unknown,1
"North Hadley, Ma",Unknown,1
"Belleville, Il",Unknown,1
Puerto Rico,Unknown,1
Cape Verd,Unknown,1
"Williamsburgh, Ny",Unknown,1
"Middleborough, Ma",Unknown,1
Marshfield,Unknown,1
Fairfield,Unknown,1
"Whilepoll, Ns",Unknown,1
"Cornell, Vt",Unknown,1
Acton,Mass.,1
Whitehall,N.Y.,1
Rye,Unknown,1
Bennigton,Unknown,1
South Reading,Mass.,1
Grafton,Mass.,1
Lancaster,Penn.,1
Redding,Mass.,1
Chilmarck,USA,1
Yarmouth,Maine,1
(Chambersburg),Penn.,1
Coventry,R.I.,1
(Amsterdam,N.Y.),1
Peterburg,N.Y.,1
Poughkeepsie,N.Y.,1
Lockport,N.Y.,1
Pokeepsie,N.Y.,1
"Limington, Me",Unknown,1
"Southhampton, Ny",Unknown,1
"Raymond, Nh",Unknown,1
"Hadley, Ct",Unknown,1
"Otsego County, Ny",Unknown,1
"Salisbury, Nh",Unknown,1
"Lewiston, Ny",Unknown,1
"Sutton, Vt",Unknown,1
"Kinderhook, Ny",Unknown,1
"Perth Amboy, Nj",Unknown,1
Indianapolis,Unknown,1
"Mohegan, Ct",Unknown,1
"Wilmot, Nh",Unknown,1
"White Hall, Ny",Unknown,1
"Pownal, Vt",Unknown,1
"Pomfret, Vt",Unknown,1
"Pittsfield, Vt",Unknown,1
"Buckfield, Me",Unknown,1
Landgate,USA,1
Dennis,USA,1
Niagra Co.,USA,1
Niagra,USA,1
Ducher?,Ireland,1
Wooster,USA,1
"Mathusfield, Ct",Unknown,1
"Nashville, Nh",Unknown,1
"Williamsburg, Ma/New Bedford",Unknown,1
Pawtucket/Wareham,Unknown,1
(-),Unknown,1
West Bridgewater,Unknown,1
"Kinglston, Ny",Unknown,1
"Wolfboro,Nh",Unknown,1
"Wolfsborough, Nh",Unknown,1
"Camptown, Nj",Unknown,1
"Union Factory, Md",Unknown,1
"Saint George, Me",Unknown,1
"Rock Stream, Ny",Unknown,1
"Matteram, Nj",Unknown,1
"Coshocton, Oh",Unknown,1
"Belchertown, Ma",Unknown,1
"Matteawan, Ny",Unknown,1
"Hollis, Me",Unknown,1
"Blackville, Ny",Unknown,1
"Winthrop, Ma",Unknown,1
"Freetown, Nj",Unknown,1
"Florence, Oh",Unknown,1
East Hampton,Unknown,1
"Lawrence, Pa",Unknown,1
"Raucocus, Nj",Unknown,1
"Castile, Nj",Unknown,1
Saxony,Unknown,1
Amesbury,Unknown,1
Woodstsown,Unknown,1
Westfield,Unknown,1
Lennan,Unknown,1
"Kendall Mills, Me",Unknown,1
Berksberg,Unknown,1
Santo Domingo,Unknown,1
Honduras,Unknown,1
"Waterloo, Ny",Unknown,1
"Pittstown, Ny",Unknown,1
"Moff Haven, Ny",Unknown,1
"German Flats, Ny",Unknown,1
"Buckstown, Pa",Unknown,1
"North Bridgewater, Ma",Unknown,1
"Johnsburgh, Ny",Unknown,1
"Fayetteville, Pa",Unknown,1
"Dover, Sc",Unknown,1
"Chambersburg, Pa",Unknown,1
"Croydon, Nh",Unknown,1
"Clayton, Nj",Unknown,1
"Carlisle, Pa",Unknown,1
Norton,USA,1
Georgetown,USA,1
,USA,1
South Kingston,USA,1
Madras,Unknown,1
New Bedford,Foreigner,1
North Kingston,USA,1
Western Ireland,Unknown,1
North Kingston,Unknown,1
Industry,Unknown,1
Brushwick,Unknown,1
Francistown,Unknown,1
Canterbury,Unknown,1
Foxborough,Unknown,1
Barrington,Unknown,1
Perth Amboy,USA,1
Sag Harbor,Great Britain,1
Paupey[?],USA,1
Unknown,Azores (Portugal),1
Hemstead,USA,1
Berkley,USA,1
Masselleville,Ny?,1
Lyme,Unknown,1
Abbingtfon,USA,1
South Reading,USA,1
Tristan Da Cunha,Great Britain,1
Ireland,Great Britain,1
New London,Tristan D'Cuna,1
Groton,Western Islands,1
Georgia,USA,1
Unknown,Brazil,1
"Little Falls, Nj",USA,1
Savannah,USA,1
"Athens, Ga",USA,1
Grenada,Unknown,1
Burrillville,Unknown,1
"Granby, Ny",Unknown,1
Scituate,Unknown,1
Au,Unknown,1
Belchertown,Unknown,1
Chazey,Unknown,1
North East,Unknown,1
Stoopbrook,Unknown,1
"Snow Hill, Rochester",Unknown,1
Canton,Unknown,1
Welch,Unknown,1
Frankfort,Unknown,1
Morristown,Unknown,1
Coldbrook,Unknown,1
Skilletville,Unknown,1
Genesee,Unknown,1
Osterville,Unknown,1
Princeton,Unknown,1
Binghampton,Unknown,1
"Richmond, Me",Unknown,1
Rushford,Unknown,1
Hensdale,Unknown,1
Elmira,Unknown,1
Defiance,Unknown,1
"Defiance, Oh",Unknown,1
"Satterville, Ny",Unknown,1
"New Philadelphia, Oh",Unknown,1
"Marshfield, Ma",Unknown,1
"Hinsdale, Ma",Unknown,1
"Greenville, Ny",Unknown,1
"Claremont, Ny",Unknown,1
"Brickstown, La",Unknown,1
"Ashland, Oh",Unknown,1
Niagara,Unknown,1
"Grahamsville, Ny",Unknown,1
"Monument, Ma",Unknown,1
Foxbury,Unknown,1
Sharon,Unknown,1
"Holderness, Nh",Unknown,1
"Cherry Valley, Ny",Unknown,1
"Greenwich, Ri",Unknown,1
"Rockland, Ny",Unknown,1
"Dover, Ny",Unknown,1
"South Scituate, Ri",Unknown,1
"South Orange, Ma",Unknown,1
"Northfield, Nh",Unknown,1
"Middleboro, Ny",Unknown,1
Lower Canada,Unknown,1
"Lowain, Nh",Unknown,1
Gilboa Ny,Unknown,1
Bristol Ri,Unknown,1
"Waterloo, Nj",Unknown,1
"Shandon, Oh",Unknown,1
"Litchfield, Ma",Unknown,1
"Dublin, Ma",Unknown,1
"Bay City, Mi",Unknown,1
Moorestown Nj,Unknown,1
"Southampton, England",Unknown,1
"Preston, Ct",Unknown,1
Foxcraft,Unknown,1
Jacksonville Il,Unknown,1
"Bristol, England",Unknown,1
"Melrose, Ma",Unknown,1
"Wave, Nh",Unknown,1
Rouse Point Ny,Unknown,1
"Hallsville, Nh",Unknown,1
Dudley,Unknown,1
Carroll,Unknown,1
Boston Or Sandwich,Unknown,1
Barre,Unknown,1
"Portsmouth, Va",Unknown,1
"Carroll, Me",Unknown,1
"Uxbridge, Ma",Unknown,1
"Springfield, O",Unknown,1
"Rochester, Vt",Unknown,1
Buckingham Co.,Unknown,1
"Brattleboro, Vt",Unknown,1
"Bernard, Vt",Unknown,1
Mt. Vernon,USA,1
Foxcroft,USA,1
Ashfield,USA,1
Ireland,Ireland,1
Newport Ri,USA,1
Mount Vernon,Unknown,1
Ashfield,Unknown,1
Holland,Unknown,1
Hallowell,Unknown,1
Elizabeth Town,Unknown,1
"Richville, Ny",Unknown,1
"Lempster, Nh",Unknown,1
South Mendon,Unknown,1
Mendon,Unknown,1
Northhampton,Unknown,1
Shrewsbury,Unknown,1
"Riverhead, Ny",Unknown,1
Southbridge,Unknown,1
"West Vine, Ny",Unknown,1
"Vassalboro, Me",Unknown,1
Stewartstown,Unknown,1
Quincy,Unknown,1
Leominstown,Unknown,1
Hopkinton,Unknown,1
"Hamilton Co, Oh",Unknown,1
"Dilwestown, Pa",Unknown,1
"Caringdale, Pa",Unknown,1
Shenango Forks,Unknown,1
Onondaga Hollow,Unknown,1
"Hudson Co., Ny",Unknown,1
Zanzibar,Unknown,1
Wilford,Unknown,1
"Sterling, England",Unknown,1
South Malden,Unknown,1
San Jose,Unknown,1
"Pittsfield, Nh",Unknown,1
East Chester,Unknown,1
"Brooklyn, Ma",Unknown,1
Harlem,USA,1
Henderson,Unknown,1
"Eastburg, Ct",Unknown,1
Greece,Unknown,1
"Searsmont, Me",Unknown,1
Nashville,Unknown,1
"Covington, Pa",Unknown,1
"Bristol, Ny",Unknown,1
Warwarsing,Unknown,1
"Walden, Vt",Unknown,1
"Unionville, Ct",Unknown,1
"Sutton, Ma",Unknown,1
Sparta,Unknown,1
Skaneateles,Unknown,1
Sanbornton Bridge,Unknown,1
Sanbornton,Unknown,1
Perth Amboy,Unknown,1
"New Town, Wales",Unknown,1
"New Hope, Pa",Unknown,1
Fishkill,Unknown,1
East Lanesville,Unknown,1
Dundee,Unknown,1
Bridgetown,USA,1
Waterford,Untited States Of America,1
South Hampton,Great Britain,1
Uxbridge,USA,1
"East Haddam, Ct",Sandwich Islands,1
"Orange, Nj",USA,1
Copenhagen,Denmark,1
